TaskId,TaskType,TotalTime,AlgorithmId,ScoringTime,NumberTemporalQueries,SearchedItemPosition,FirstOccurrence,TotalResults,SearchedItemScore,VBSScore,AvgScore,MedianScore,BestScore,WorstScore
3584f2e1-e562-4e4c-bf25-476d5f68d170,KIST,5.0E9,IDA,79884478,1,225,225,10000,0.2857143,99.0,0.15538572,0.21428573,0.5714286,0.14285715
3584f2e1-e562-4e4c-bf25-476d5f68d170,KIST,5.0E9,ASTAR,3335050882,1,225,225,10000,0.2857143,66.0,0.15538572,0.21428573,0.5714286,0.14285715
3584f2e1-e562-4e4c-bf25-476d5f68d170,KIST,5.0E9,VITRIVR,432548629,1,225,225,10000,0.2857143,90.0,0.15538572,0.21428573,0.5714286,0.14285715
3584f2e1-e562-4e4c-bf25-476d5f68d170,KIST,5.0E9,CLUSTER,94671734,1,462,462,5967,0.5714286,98.0,0.26040846,0.14285715,6.999998,0.14285715
3584f2e1-e562-4e4c-bf25-476d5f68d170,KIST,5.0E9,LNA,85329611,1,225,225,10000,0.2857143,98.0,0.15538572,0.21428573,0.5714286,0.14285715
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,STA,108923263,1,4841,4841,10000,0.2,50.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,SQA,63345957,1,4841,4841,10000,0.2,50.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,NA,53722407,1,4841,4841,10000,0.2,50.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,IDA,51357332,1,4841,4841,10000,0.2,50.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,ASTAR,4666107194,1,4841,4841,10000,0.2,4.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,VITRIVR,253054667,1,4841,4841,10000,0.2,93.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,CLUSTER,63009471,1,4240,4240,7217,0.2,65.0,0.28348345,0.2,7.9999967,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d190,KIST,5.0E9,LNA,66824281,1,4841,4841,10000,0.2,50.0,0.20459001,0.3,0.4,0.2
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,STA,148830496,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,SQA,86014993,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,NA,88807167,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,IDA,85596282,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,ASTAR,4796838467,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,VITRIVR,700799697,1,5129,5129,10000,0.22222222,26.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,CLUSTER,132413484,1,4045,4045,6604,0.22222222,0.0,0.40880948,0.5,25.0,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d180,KIST,5.0E9,LNA,80536313,1,5129,5129,10000,0.22222222,0.0,0.26997778,0.33333334,0.5555556,0.22222222
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,STA,14965419,1,-1,-1,12,-1.0,100.0,1.4953593,2.25,1.5,1.4443119
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,SQA,11220865,1,-1,-1,12,-1.0,100.0,1.4953593,2.25,1.5,1.4443119
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,NA,7753060,1,-1,-1,12,-1.0,100.0,1.4953593,2.25,1.5,1.4443119
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,IDA,8425535,1,-1,-1,12,-1.0,100.0,1.4953593,2.25,1.5,1.4443119
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,ASTAR,14342498,1,-1,-1,12,-1.0,100.0,0.74767965,1.125,0.75,0.7221559
3584f2e1-e562-4e4c-bf25-476d5f68d060,KIST,5.0E9,VITRIVR,27613979,1,-1,-1,12,-1.0,99.0,0.9953593,1.5,1.0,0.9443118
